INDEX,Bill ID,Title,Sponsor,Last Action,Session,Year,SessionType,BillNum,Bill_Link,filename,sponsor_c
889,SB 154,TOBACCO SETTLEMENT FUND DISTRIBUTION,John Arthur Smith,SGND BY GOV,2017 Regular,2017,Regular,154,https://www.nmles.gov/Sessions/17%20Regular/final/SB0154.pdf,Yr_17RSB0154.pdf,John Arthur Smith
890,SB 155,WORKERS' COMP BENEFIT CLARIFICATION,Jacob Candelaria,SGND BY GOV,2017 Regular,2017,Regular,155,https://www.nmles.gov/Sessions/17%20Regular/final/SB0155.pdf,Yr_17RSB0155.pdf,Jacob Candelaria
891,SB 171,LONG-TERM CARE OMBUDSMAN ACT CHANGES,Gay G. Kernan,SGND BY GOV,2017 Regular,2017,Regular,171,https://www.nmles.gov/Sessions/17%20Regular/final/SB0171.pdf,Yr_17RSB0171.pdf,Gay G. Kernan
892,SB 175,MEDICAID FAMILY HOME VISITING PROGRAM,Gerald Ortiz y Pino,VETO,2017 Regular,2017,Regular,175,https://www.nmles.gov/Sessions/17%20Regular/final/SB0175.pdf,Yr_17RSB0175.pdf,Gerald Ortiz y Pino
893,SB 176,GENERAL APPROPRIATIONS FOR 3 BRANCHES,"John Arthur Smith
Stuart Ingle",VETO,2017 Regular,2017,Regular,176,https://www.nmles.gov/Sessions/17%20Regular/final/SB0176.pdf,Yr_17RSB0176.pdf,John Arthur Smith
893,SB 176,GENERAL APPROPRIATIONS FOR 3 BRANCHES,"John Arthur Smith
Stuart Ingle",VETO,2017 Regular,2017,Regular,176,https://www.nmles.gov/Sessions/17%20Regular/final/SB0176.pdf,Yr_17RSB0176.pdf,Stuart Ingle
894,SB 181,COLLEGES AS TAX REFUND INTERCEPT CLAIMANTS,"Benny Shendo, Jr.",SGND BY GOV,2017 Regular,2017,Regular,181,https://www.nmles.gov/Sessions/17%20Regular/final/SB0181.pdf,Yr_17RSB0181.pdf,Benny Shendo
894,SB 181,COLLEGES AS TAX REFUND INTERCEPT CLAIMANTS,"Benny Shendo, Jr.",SGND BY GOV,2017 Regular,2017,Regular,181,https://www.nmles.gov/Sessions/17%20Regular/final/SB0181.pdf,Yr_17RSB0181.pdf, Jr.
895,SB 184,"HORSE RACING LICENSES, HEALTH & TESTING",Mary Kay Papen,LAW WITHOUT SIGNATURE.,2017 Regular,2017,Regular,184,https://www.nmles.gov/Sessions/17%20Regular/final/SB0184.pdf,Yr_17RSB0184.pdf,Mary Kay Papen
896,SB 188,DISABILITIES STUDENTS LOTTERY SCHOLARSHIPS,"Elizabeth ""Liz"" Stefanics
Deborah A. Armstrong",VETO,2017 Regular,2017,Regular,188,https://www.nmles.gov/Sessions/17%20Regular/final/SB0188.pdf,Yr_17RSB0188.pdf,Elizabeth Liz Stefanics
896,SB 188,DISABILITIES STUDENTS LOTTERY SCHOLARSHIPS,"Elizabeth ""Liz"" Stefanics
Deborah A. Armstrong",VETO,2017 Regular,2017,Regular,188,https://www.nmles.gov/Sessions/17%20Regular/final/SB0188.pdf,Yr_17RSB0188.pdf,Deborah A. Armstrong
897,SB 197,LOAN REPAYMENT FOR CERTAIN STUDENTS,Pete Campos,SGND BY GOV,2017 Regular,2017,Regular,197,https://www.nmles.gov/Sessions/17%20Regular/final/SB0197.pdf,Yr_17RSB0197.pdf,Pete Campos
898,SB 200,CERTIFIED SCHOOL EMPLOYEE PROGRAM UNITS,John M. Sapien,VETO,2017 Regular,2017,Regular,200,https://www.nmles.gov/Sessions/17%20Regular/final/SB0200.pdf,Yr_17RSB0200.pdf,John M. Sapien
899,SB 204,TRANSFER VETERANS' HOME OVERSIGHT,William H. Payne,SGND BY GOV,2017 Regular,2017,Regular,204,https://www.nmles.gov/Sessions/17%20Regular/final/SB0204.pdf,Yr_17RSB0204.pdf,William H. Payne
900,SB 206,STATE EARLY LEARNING ADVISORY COUNCIL CHANGES,John M. Sapien,VETO,2017 Regular,2017,Regular,206,https://www.nmles.gov/Sessions/17%20Regular/final/SB0206.pdf,Yr_17RSB0206.pdf,John M. Sapien
901,SB 208,SCHOOL ADVANCED PLACEMENT POLICY,John M. Sapien,POCKET VETO,2017 Regular,2017,Regular,208,https://www.nmles.gov/Sessions/17%20Regular/final/SB0208.pdf,Yr_17RSB0208.pdf,John M. Sapien
902,SB 210,DISTRIBUTED GENERATION CONSUMER PROTECTION,Clemente Sanchez,POCKET VETO,2017 Regular,2017,Regular,210,https://www.nmles.gov/Sessions/17%20Regular/final/SB0210.pdf,Yr_17RSB0210.pdf,Clemente Sanchez
903,SB 213,SUPPORT FOR TRANSFERRING STUDENTS,Gay G. Kernan,SGND BY GOV,2017 Regular,2017,Regular,213,https://www.nmles.gov/Sessions/17%20Regular/final/SB0213.pdf,Yr_17RSB0213.pdf,Gay G. Kernan
904,SB 217,"MEDICAID ACCESS, DISPUTES & FRAUD",Mary Kay Papen,POCKET VETO,2017 Regular,2017,Regular,217,https://www.nmles.gov/Sessions/17%20Regular/final/SB0217.pdf,Yr_17RSB0217.pdf,Mary Kay Papen
905,SB 220,THEFT PROTECTION PROGRAM WARRANTIES,John M. Sapien,SGND BY GOV,2017 Regular,2017,Regular,220,https://www.nmles.gov/Sessions/17%20Regular/final/SB0220.pdf,Yr_17RSB0220.pdf,John M. Sapien
906,SB 221,ATHLETIC TRAINER SCOPE OF PRACTICE,"Bill B. O'Neill
Bill McCamley",SGND BY GOV,2017 Regular,2017,Regular,221,https://www.nmles.gov/Sessions/17%20Regular/final/SB0221.pdf,Yr_17RSB0221.pdf,Bill B. O'Neill
906,SB 221,ATHLETIC TRAINER SCOPE OF PRACTICE,"Bill B. O'Neill
Bill McCamley",SGND BY GOV,2017 Regular,2017,Regular,221,https://www.nmles.gov/Sessions/17%20Regular/final/SB0221.pdf,Yr_17RSB0221.pdf,Bill McCamley
907,SB 222,"""LOCAL PUBLIC BODY"" EXEMPTION","Elizabeth ""Liz"" Stefanics",LAW WITHOUT SIGNATURE.,2017 Regular,2017,Regular,222,https://www.nmles.gov/Sessions/17%20Regular/final/SB0222.pdf,Yr_17RSB0222.pdf,Elizabeth Liz Stefanics
908,SB 223,ESSENTIAL HEALTH & DISEASE FUNCTIONS,"Daniel A. Ivey-Soto
James E. Smith",SGND BY GOV,2017 Regular,2017,Regular,223,https://www.nmles.gov/Sessions/17%20Regular/final/SB0223.pdf,Yr_17RSB0223.pdf,Daniel A. Ivey-Soto
908,SB 223,ESSENTIAL HEALTH & DISEASE FUNCTIONS,"Daniel A. Ivey-Soto
James E. Smith",SGND BY GOV,2017 Regular,2017,Regular,223,https://www.nmles.gov/Sessions/17%20Regular/final/SB0223.pdf,Yr_17RSB0223.pdf,James E. Smith
909,SB 227,STATE FACILITY RENEWABLE ENERGY USE,Jeff Steinborn,VETO,2017 Regular,2017,Regular,227,https://www.nmles.gov/Sessions/17%20Regular/final/SB0227.pdf,Yr_17RSB0227.pdf,Jeff Steinborn
910,SB 229,OCCUPATIONAL HEALTH FEDERAL COMPLIANCE,"Gay G. Kernan
Carroll H. Leavell",SGND BY GOV,2017 Regular,2017,Regular,229,https://www.nmles.gov/Sessions/17%20Regular/final/SB0229.pdf,Yr_17RSB0229.pdf,Gay G. Kernan
910,SB 229,OCCUPATIONAL HEALTH FEDERAL COMPLIANCE,"Gay G. Kernan
Carroll H. Leavell",SGND BY GOV,2017 Regular,2017,Regular,229,https://www.nmles.gov/Sessions/17%20Regular/final/SB0229.pdf,Yr_17RSB0229.pdf,Carroll H. Leavell
911,SB 233,SANITARY PROJECT NEW ASSOCIATION STANDARDS,"Ron Griggs
Kelly K. Fajardo",SGND BY GOV,2017 Regular,2017,Regular,233,https://www.nmles.gov/Sessions/17%20Regular/final/SB0233.pdf,Yr_17RSB0233.pdf,Ron Griggs
911,SB 233,SANITARY PROJECT NEW ASSOCIATION STANDARDS,"Ron Griggs
Kelly K. Fajardo",SGND BY GOV,2017 Regular,2017,Regular,233,https://www.nmles.gov/Sessions/17%20Regular/final/SB0233.pdf,Yr_17RSB0233.pdf,Kelly K. Fajardo
912,SB 234,PURCHASE OF EMERGENCY COMMUNICATIONS GEAR,John M. Sapien,POCKET VETO,2017 Regular,2017,Regular,234,https://www.nmles.gov/Sessions/17%20Regular/final/SB0234.pdf,Yr_17RSB0234.pdf,John M. Sapien
913,SB 236,TAX AVERAGE DISTRIBUTION OR TRANSFER AMOUNT,Carroll H. Leavell,VETO,2017 Regular,2017,Regular,236,https://www.nmles.gov/Sessions/17%20Regular/final/SB0236.pdf,Yr_17RSB0236.pdf,Carroll H. Leavell
914,SB 240,HEALTH PROFESSIONAL LOAN REPAYMENT FUNDING,Gay G. Kernan,POCKET VETO,2017 Regular,2017,Regular,240,https://www.nmles.gov/Sessions/17%20Regular/final/SB0240.pdf,Yr_17RSB0240.pdf,Gay G. Kernan
915,SB 241,SCHOOL VISUAL ARTS & PHYSICAL ED STANDARDS,"Mimi Stewart
Cisco McSorley",VETO,2017 Regular,2017,Regular,241,https://www.nmles.gov/Sessions/17%20Regular/final/SB0241.pdf,Yr_17RSB0241.pdf,Mimi Stewart
915,SB 241,SCHOOL VISUAL ARTS & PHYSICAL ED STANDARDS,"Mimi Stewart
Cisco McSorley",VETO,2017 Regular,2017,Regular,241,https://www.nmles.gov/Sessions/17%20Regular/final/SB0241.pdf,Yr_17RSB0241.pdf,Cisco McSorley
916,SB 244,HOMEOWNER ASSOCIATION DISPUTE RESOLUTION,Mimi Stewart,VETO,2017 Regular,2017,Regular,244,https://www.nmles.gov/Sessions/17%20Regular/final/SB0244.pdf,Yr_17RSB0244.pdf,Mimi Stewart
917,SB 245,CONFIDENTIAL SUBSTITUTE ADDRESS ACT,Daniel A. Ivey-Soto,POCKET VETO,2017 Regular,2017,Regular,245,https://www.nmles.gov/Sessions/17%20Regular/final/SB0245.pdf,Yr_17RSB0245.pdf,Daniel A. Ivey-Soto
918,SB 247,LIQUOR TAX & COUNTY DEFINITION,George K. Munoz,POCKET VETO,2017 Regular,2017,Regular,247,https://www.nmles.gov/Sessions/17%20Regular/final/SB0247.pdf,Yr_17RSB0247.pdf,George K. Munoz
919,SB 254,SHORT-TERM RENTAL OCCUPANCY TAX,John M. Sapien,VETO,2017 Regular,2017,Regular,254,https://www.nmles.gov/Sessions/17%20Regular/final/SB0254.pdf,Yr_17RSB0254.pdf,John M. Sapien
920,SB 259,NO FIREARMS FOR ORDERS OF PROTECTION SUBJECTS,Joseph Cervantes,VETO,2017 Regular,2017,Regular,259,https://www.nmles.gov/Sessions/17%20Regular/final/SB0259.pdf,Yr_17RSB0259.pdf,Joseph Cervantes
921,SB 265,RECREATIONAL AVIATION LICENSE PLATE,"James P. White
Carl Trujillo",POCKET VETO,2017 Regular,2017,Regular,265,https://www.nmles.gov/Sessions/17%20Regular/final/SB0265.pdf,Yr_17RSB0265.pdf,James P. White
921,SB 265,RECREATIONAL AVIATION LICENSE PLATE,"James P. White
Carl Trujillo",POCKET VETO,2017 Regular,2017,Regular,265,https://www.nmles.gov/Sessions/17%20Regular/final/SB0265.pdf,Yr_17RSB0265.pdf,Carl Trujillo
922,SB 269,STATE AGENCY INSTITUTIONAL RACISM POLICIES,"Linda M. Lopez
Javier MartÃ­nez",VETO,2017 Regular,2017,Regular,269,https://www.nmles.gov/Sessions/17%20Regular/final/SB0269.pdf,Yr_17RSB0269.pdf,Linda M. Lopez
922,SB 269,STATE AGENCY INSTITUTIONAL RACISM POLICIES,"Linda M. Lopez
Javier MartÃ­nez",VETO,2017 Regular,2017,Regular,269,https://www.nmles.gov/Sessions/17%20Regular/final/SB0269.pdf,Yr_17RSB0269.pdf,Javier MartÃ­nez
923,SB 275,MASSAGE THERAPY PRACTICE ACT CHANGES,Peter Wirth,VETO,2017 Regular,2017,Regular,275,https://www.nmles.gov/Sessions/17%20Regular/final/SB0275.pdf,Yr_17RSB0275.pdf,Peter Wirth
924,SB 277,PREGNANT/ LACTATING ALTERNATIVE SENTENCING,Gerald Ortiz y Pino,POCKET VETO,2017 Regular,2017,Regular,277,https://www.nmles.gov/Sessions/17%20Regular/final/SB0277.pdf,Yr_17RSB0277.pdf,Gerald Ortiz y Pino
925,SB 285,RACE DAY REQUIREMENTS CHANGE,Mary Kay Papen,POCKET VETO,2017 Regular,2017,Regular,285,https://www.nmles.gov/Sessions/17%20Regular/final/SB0285.pdf,Yr_17RSB0285.pdf,Mary Kay Papen
926,SB 292,UNIFORM COLLATERAL CONSEQUENCES OF CONVICTION,Joseph Cervantes,POCKET VETO,2017 Regular,2017,Regular,292,https://www.nmles.gov/Sessions/17%20Regular/final/SB0292.pdf,Yr_17RSB0292.pdf,Joseph Cervantes
927,SB 293,LACTATION POLICIES FOR FEMALE INMATES,"Michael Padilla
Sarah Maestas Barnes",POCKET VETO,2017 Regular,2017,Regular,293,https://www.nmles.gov/Sessions/17%20Regular/final/SB0293.pdf,Yr_17RSB0293.pdf,Michael Padilla
927,SB 293,LACTATION POLICIES FOR FEMALE INMATES,"Michael Padilla
Sarah Maestas Barnes",POCKET VETO,2017 Regular,2017,Regular,293,https://www.nmles.gov/Sessions/17%20Regular/final/SB0293.pdf,Yr_17RSB0293.pdf,Sarah Maestas Barnes
928,SB 297,DISABLED VETERAN LICENSE PLATE OPTIONS,Ron Griggs,VETO,2017 Regular,2017,Regular,297,https://www.nmles.gov/Sessions/17%20Regular/final/SB0297.pdf,Yr_17RSB0297.pdf,Ron Griggs
929,SB 298,SALE OF CORRECTIONS INDUSTRIES PRODUCTS,Bill B. O'Neill,SGND BY GOV,2017 Regular,2017,Regular,298,https://www.nmles.gov/Sessions/17%20Regular/final/SB0298.pdf,Yr_17RSB0298.pdf,Bill B. O'Neill
930,SB 301,LIMITED LINES SELF-STORAGE INSURANCE,George K. Munoz,POCKET VETO,2017 Regular,2017,Regular,301,https://www.nmles.gov/Sessions/17%20Regular/final/SB0301.pdf,Yr_17RSB0301.pdf,George K. Munoz
931,SB 303,PIPELINE SAFETY ACT PENALTIES,Richard C. Martinez,SGND BY GOV,2017 Regular,2017,Regular,303,https://www.nmles.gov/Sessions/17%20Regular/final/SB0303.pdf,Yr_17RSB0303.pdf,Richard C. Martinez
932,SB 304,MAGISTRATE COURTS OPERATIONS FUND & FEES,Richard C. Martinez,POCKET VETO,2017 Regular,2017,Regular,304,https://www.nmles.gov/Sessions/17%20Regular/final/SB0304.pdf,Yr_17RSB0304.pdf,Richard C. Martinez
933,SB 308,PRC TO FACILITATE RURAL BROADBAND SERVICE,Michael Padilla,SGND BY GOV,2017 Regular,2017,Regular,308,https://www.nmles.gov/Sessions/17%20Regular/final/SB0308.pdf,Yr_17RSB0308.pdf,Michael Padilla
934,SB 317,ACTING SHERIFFS DURING VACANCIES,Gay G. Kernan,POCKET VETO,2017 Regular,2017,Regular,317,https://www.nmles.gov/Sessions/17%20Regular/final/SB0317.pdf,Yr_17RSB0317.pdf,Gay G. Kernan
935,SB 318,INCLUDE E-CIGARETTES IN CLEAN INDOOR AIR ACT,Cisco McSorley,POCKET VETO,2017 Regular,2017,Regular,318,https://www.nmles.gov/Sessions/17%20Regular/final/SB0318.pdf,Yr_17RSB0318.pdf,Cisco McSorley
936,SB 320,TRANSFER VIETNAM MEMORIAL TO GSD,Pete Campos,SGND BY GOV,2017 Regular,2017,Regular,320,https://www.nmles.gov/Sessions/17%20Regular/final/SB0320.pdf,Yr_17RSB0320.pdf,Pete Campos
937,SB 333,NURSE STUDENT LOAN REPAYMENT,Gay G. Kernan,SGND BY GOV,2017 Regular,2017,Regular,333,https://www.nmles.gov/Sessions/17%20Regular/final/SB0333.pdf,Yr_17RSB0333.pdf,Gay G. Kernan
938,SB 334,HEALTH CARE PURCHASING DISCLOSURES,Mimi Stewart,POCKET VETO,2017 Regular,2017,Regular,334,https://www.nmles.gov/Sessions/17%20Regular/final/SB0334.pdf,Yr_17RSB0334.pdf,Mimi Stewart
939,SB 335,APPROVAL FOR DISPOSITION OF PUBLIC PROPERTY,Mary Kay Papen,POCKET VETO,2017 Regular,2017,Regular,335,https://www.nmles.gov/Sessions/17%20Regular/final/SB0335.pdf,Yr_17RSB0335.pdf,Mary Kay Papen
940,SB 336,LIQUEFIED NATURAL GAS DEFINITIONS,Pat Woods,POCKET VETO,2017 Regular,2017,Regular,336,https://www.nmles.gov/Sessions/17%20Regular/final/SB0336.pdf,Yr_17RSB0336.pdf,Pat Woods
941,SB 339,MULTIPLE SOURCE CONTRACT DOLLAR LIMITS,William H. Payne,SGND BY GOV,2017 Regular,2017,Regular,339,https://www.nmles.gov/Sessions/17%20Regular/final/SB0339.pdf,Yr_17RSB0339.pdf,William H. Payne
942,SB 349,LIVESTOCK RUNNING AT LARGE,Carlos R. Cisneros,SGND BY GOV,2017 Regular,2017,Regular,349,https://www.nmles.gov/Sessions/17%20Regular/final/SB0349.pdf,Yr_17RSB0349.pdf,Carlos R. Cisneros
943,SB 354,INTERAGENCY PHARMACEUTICAL PURCHASING COUNCIL,"Jeff Steinborn
Joanne J. Ferrary",POCKET VETO,2017 Regular,2017,Regular,354,https://www.nmles.gov/Sessions/17%20Regular/final/SB0354.pdf,Yr_17RSB0354.pdf,Jeff Steinborn
943,SB 354,INTERAGENCY PHARMACEUTICAL PURCHASING COUNCIL,"Jeff Steinborn
Joanne J. Ferrary",POCKET VETO,2017 Regular,2017,Regular,354,https://www.nmles.gov/Sessions/17%20Regular/final/SB0354.pdf,Yr_17RSB0354.pdf,Joanne J. Ferrary
944,SB 356,NOTIFICATION OF PUBLIC IMPROVEMENT DISTRICTS,Nancy Rodriguez,LAW WITHOUT SIGNATURE.,2017 Regular,2017,Regular,356,https://www.nmles.gov/Sessions/17%20Regular/final/SB0356.pdf,Yr_17RSB0356.pdf,Nancy Rodriguez
945,SB 357,FALLEN POLICE OFFICER LICENSE PLATE,John Arthur Smith,LAW WITHOUT SIGNATURE.,2017 Regular,2017,Regular,357,https://www.nmles.gov/Sessions/17%20Regular/final/SB0357.pdf,Yr_17RSB0357.pdf,John Arthur Smith
946,SB 362,CAPITAL OUTLAY REAUTHORIZATIONS,Carlos R. Cisneros,SGND BY GOV,2017 Regular,2017,Regular,362,https://www.nmles.gov/Sessions/17%20Regular/final/SB0362.pdf,Yr_17RSB0362.pdf,Carlos R. Cisneros
947,SB 367,INSURANCE CODE CHANGES,Carroll H. Leavell,SGND BY GOV,2017 Regular,2017,Regular,367,https://www.nmles.gov/Sessions/17%20Regular/final/SB0367.pdf,Yr_17RSB0367.pdf,Carroll H. Leavell
948,SB 374,HUNGER-FREE STUDENTS' BILL OF RIGHTS ACT,"Michael Padilla
Linda M. Lopez",SGND BY GOV,2017 Regular,2017,Regular,374,https://www.nmles.gov/Sessions/17%20Regular/final/SB0374.pdf,Yr_17RSB0374.pdf,Michael Padilla
948,SB 374,HUNGER-FREE STUDENTS' BILL OF RIGHTS ACT,"Michael Padilla
Linda M. Lopez",SGND BY GOV,2017 Regular,2017,Regular,374,https://www.nmles.gov/Sessions/17%20Regular/final/SB0374.pdf,Yr_17RSB0374.pdf,Linda M. Lopez
949,SB 378,BEEF COUNCIL ASSESSMENT OPT-OUT,Pat Woods,VETO,2017 Regular,2017,Regular,378,https://www.nmles.gov/Sessions/17%20Regular/final/SB0378.pdf,Yr_17RSB0378.pdf,Pat Woods
950,SB 380,MILITIA ACTIVATION FOR CYBERSECURITY THREATS,William H. Payne,SGND BY GOV,2017 Regular,2017,Regular,380,https://www.nmles.gov/Sessions/17%20Regular/final/SB0380.pdf,Yr_17RSB0380.pdf,William H. Payne
951,SB 381,ALTERNATIVE SCHOOL TRANSPORTATION,Pat Woods,SGND BY GOV,2017 Regular,2017,Regular,381,https://www.nmles.gov/Sessions/17%20Regular/final/SB0381.pdf,Yr_17RSB0381.pdf,Pat Woods
952,SB 382,INVESTMENT POOL CHARGES TO STATE TREASURER,George K. Munoz,VETO,2017 Regular,2017,Regular,382,https://www.nmles.gov/Sessions/17%20Regular/final/SB0382.pdf,Yr_17RSB0382.pdf,George K. Munoz
953,SB 386,RAISE MINIMUM WAGE & ALLOW TRAINEE WAGE,Clemente Sanchez,VETO,2017 Regular,2017,Regular,386,https://www.nmles.gov/Sessions/17%20Regular/final/SB0386.pdf,Yr_17RSB0386.pdf,Clemente Sanchez
954,SB 387,REAL ESTATE BROKER LICENSURE REQUIREMENTS,James P. White,SGND BY GOV,2017 Regular,2017,Regular,387,https://www.nmles.gov/Sessions/17%20Regular/final/SB0387.pdf,Yr_17RSB0387.pdf,James P. White
955,SB 390,"FILM TAX CREDIT ""PRODUCTION FACILITY""",Jeff Steinborn,VETO,2017 Regular,2017,Regular,390,https://www.nmles.gov/Sessions/17%20Regular/final/SB0390.pdf,Yr_17RSB0390.pdf,Jeff Steinborn
956,SB 391,CAPTIVE REAL ESTATE INVESTMENT TRUST INCOME,Peter Wirth,SGND BY GOV,2017 Regular,2017,Regular,391,https://www.nmles.gov/Sessions/17%20Regular/final/SB0391.pdf,Yr_17RSB0391.pdf,Peter Wirth
957,SB 393,LOBBYIST REPORTING REQUIREMENTS,"Daniel A. Ivey-Soto
James E. Smith
Jacob Candelaria
Jeff Steinborn",VETO,2017 Regular,2017,Regular,393,https://www.nmles.gov/Sessions/17%20Regular/final/SB0393.pdf,Yr_17RSB0393.pdf,Daniel A. Ivey-Soto
957,SB 393,LOBBYIST REPORTING REQUIREMENTS,"Daniel A. Ivey-Soto
James E. Smith
Jacob Candelaria
Jeff Steinborn",VETO,2017 Regular,2017,Regular,393,https://www.nmles.gov/Sessions/17%20Regular/final/SB0393.pdf,Yr_17RSB0393.pdf,James E. Smith
957,SB 393,LOBBYIST REPORTING REQUIREMENTS,"Daniel A. Ivey-Soto
James E. Smith
Jacob Candelaria
Jeff Steinborn",VETO,2017 Regular,2017,Regular,393,https://www.nmles.gov/Sessions/17%20Regular/final/SB0393.pdf,Yr_17RSB0393.pdf,Jacob Candelaria
957,SB 393,LOBBYIST REPORTING REQUIREMENTS,"Daniel A. Ivey-Soto
James E. Smith
Jacob Candelaria
Jeff Steinborn",VETO,2017 Regular,2017,Regular,393,https://www.nmles.gov/Sessions/17%20Regular/final/SB0393.pdf,Yr_17RSB0393.pdf,Jeff Steinborn
958,SB 395,RENAME ALCOHOL & GAMING DIVISION,"Ron Griggs
Cliff R. Pirtle",POCKET VETO,2017 Regular,2017,Regular,395,https://www.nmles.gov/Sessions/17%20Regular/final/SB0395.pdf,Yr_17RSB0395.pdf,Ron Griggs
958,SB 395,RENAME ALCOHOL & GAMING DIVISION,"Ron Griggs
Cliff R. Pirtle",POCKET VETO,2017 Regular,2017,Regular,395,https://www.nmles.gov/Sessions/17%20Regular/final/SB0395.pdf,Yr_17RSB0395.pdf,Cliff R. Pirtle
959,SB 409,HISTORIC PRESERVATION ON STATE LAND PROJECTS,"Peter Wirth
Brian Egolf",VETO,2017 Regular,2017,Regular,409,https://www.nmles.gov/Sessions/17%20Regular/final/SB0409.pdf,Yr_17RSB0409.pdf,Peter Wirth
959,SB 409,HISTORIC PRESERVATION ON STATE LAND PROJECTS,"Peter Wirth
Brian Egolf",VETO,2017 Regular,2017,Regular,409,https://www.nmles.gov/Sessions/17%20Regular/final/SB0409.pdf,Yr_17RSB0409.pdf,Brian Egolf
960,SB 411,TELECOMM SURCHARGES ON MODERN TECHNOLOGIES,Nancy Rodriguez,SGND BY GOV,2017 Regular,2017,Regular,411,https://www.nmles.gov/Sessions/17%20Regular/final/SB0411.pdf,Yr_17RSB0411.pdf,Nancy Rodriguez
961,SB 420,LOTTERY SCHOLARSHIP GRACE PERIOD,William Soules,SGND BY GOV,2017 Regular,2017,Regular,420,https://www.nmles.gov/Sessions/17%20Regular/final/SB0420.pdf,Yr_17RSB0420.pdf,William Soules
962,SB 456,INTERIOR DESIGNER LICENSURE TO RLD,Mary Kay Papen,POCKET VETO,2017 Regular,2017,Regular,456,https://www.nmles.gov/Sessions/17%20Regular/final/SB0456.pdf,Yr_17RSB0456.pdf,Mary Kay Papen
963,SB 462,CAPITAL IMPROVEMENT PROJECTS,Carlos R. Cisneros,VETO,2017 Regular,2017,Regular,462,https://www.nmles.gov/Sessions/17%20Regular/final/SB0462.pdf,Yr_17RSB0462.pdf,Carlos R. Cisneros
964,SB 474,DPS TO ASSIST WITH RAPE KIT TESTING,Mimi Stewart,SGND BY GOV,2017 Regular,2017,Regular,474,https://www.nmles.gov/Sessions/17%20Regular/final/SB0474.pdf,Yr_17RSB0474.pdf,Mimi Stewart
965,SB 475,REQUIRE RAPE KIT POLICIES,Mimi Stewart,SGND BY GOV,2017 Regular,2017,Regular,475,https://www.nmles.gov/Sessions/17%20Regular/final/SB0475.pdf,Yr_17RSB0475.pdf,Mimi Stewart
966,SB 478,BIOSCIENCE DEVELOPMENT ACT,George K. Munoz,SGND BY GOV,2017 Regular,2017,Regular,478,https://www.nmles.gov/Sessions/17%20Regular/final/SB0478.pdf,Yr_17RSB0478.pdf,George K. Munoz
967,SB 480,MOTOR CARRIER ACT CHANGES,Cisco McSorley,POCKET VETO,2017 Regular,2017,Regular,480,https://www.nmles.gov/Sessions/17%20Regular/final/SB0480.pdf,Yr_17RSB0480.pdf,Cisco McSorley
968,HB 1,SUPPLEMENTAL GENERAL APPROPRIATIONS,"Patricia A. Lundstrom
TomÃ¡s E. Salazar
George Dodge, Jr.",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/HB0001.pdf,Yr_17SHB0001.pdf,Patricia A. Lundstrom
968,HB 1,SUPPLEMENTAL GENERAL APPROPRIATIONS,"Patricia A. Lundstrom
TomÃ¡s E. Salazar
George Dodge, Jr.",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/HB0001.pdf,Yr_17SHB0001.pdf,TomÃ¡s E. Salazar
968,HB 1,SUPPLEMENTAL GENERAL APPROPRIATIONS,"Patricia A. Lundstrom
TomÃ¡s E. Salazar
George Dodge, Jr.",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/HB0001.pdf,Yr_17SHB0001.pdf,George Dodge
968,HB 1,SUPPLEMENTAL GENERAL APPROPRIATIONS,"Patricia A. Lundstrom
TomÃ¡s E. Salazar
George Dodge, Jr.",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/HB0001.pdf,Yr_17SHB0001.pdf, Jr.
969,HB 2,"TAX, FUND & DISTRIBUTION CHANGES","Jim R. Trujillo
Carl Trujillo
Brian Egolf",SGND BY GOV,2017 1st Special,2017,Special,2,https://www.nmles.gov/Sessions/17%20Special/final/HB0002.pdf,Yr_17SHB0002.pdf,Jim R. Trujillo
969,HB 2,"TAX, FUND & DISTRIBUTION CHANGES","Jim R. Trujillo
Carl Trujillo
Brian Egolf",SGND BY GOV,2017 1st Special,2017,Special,2,https://www.nmles.gov/Sessions/17%20Special/final/HB0002.pdf,Yr_17SHB0002.pdf,Carl Trujillo
969,HB 2,"TAX, FUND & DISTRIBUTION CHANGES","Jim R. Trujillo
Carl Trujillo
Brian Egolf",SGND BY GOV,2017 1st Special,2017,Special,2,https://www.nmles.gov/Sessions/17%20Special/final/HB0002.pdf,Yr_17SHB0002.pdf,Brian Egolf
970,SB 1,SEVERANCE TAX BOND PROJECT CHANGES,"Carlos R. Cisneros
Jim R. Trujillo",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/SB0001.pdf,Yr_17SSB0001.pdf,Carlos R. Cisneros
970,SB 1,SEVERANCE TAX BOND PROJECT CHANGES,"Carlos R. Cisneros
Jim R. Trujillo",SGND BY GOV,2017 1st Special,2017,Special,1,https://www.nmles.gov/Sessions/17%20Special/final/SB0001.pdf,Yr_17SSB0001.pdf,Jim R. Trujillo
