"G&K Government Affairs, LLC,""G.I. LLC, Inc."",HEALTHCARE,,"
"G.I. LLC, Inc.,""Gallagher and Kennedy, PA"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Gallagher and Kennedy, PA,Gallup Inter-Tribal Ceremonial Assoc.,TRIBAL GOVERNMENT,,"
"Gallup Inter-Tribal Ceremonial Assoc.,""Gallup, BID Inc."",ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Gallup, BID Inc.,Gallup-McKinley County Chamber of Commerce,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Gallup-McKinley County Chamber of Commerce,Gallup-McKinley County School District ,EDUCATION,,"
"Gallup-McKinley County School District ,Garrett Development Corporation ,REAL ESTATE & CONSTRUCTION,,"
"Garrett Development Corporation ,""Gavilan Solutions, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Gavilan Solutions, LLC,GCC Rio Grande ,REAL ESTATE & CONSTRUCTION,,"
"GCC Rio Grande ,""Genentech, Inc., A member of the Roche Group"",INDUSTRY,,"
"Genentech, Inc., A member of the Roche Group,""General Dynamics Information Technology, Inc."",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"General Dynamics Information Technology, Inc.,General Motors,TRANSPORTATION,,"
"General Motors,""General Motors, LLC."",TRANSPORTATION,,"
"General Motors, LLC.,Genesis HEALTHCARE,HEALTHCARE,,"
"Genesis Healthcare,""Genetech, Inc., A member of the Roche Group"",INDUSTRY,,"
"Genetech, Inc., A member of the Roche Group,George K. Baum & Company ,BANKING & FINANCE,,"
"George K. Baum & Company ,Georgia O'Keefe Museum,ARTS & CULTURE,,"
"Georgia O'Keefe Museum,Georgia O'Keefe Museum,ARTS & CULTURE,,"
"Georgia O'Keffe Museum,GEP Corporation ,INDUSTRY,,"
"GEP Corporation ,Geronimo energy,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Geronimo energy,""Getaround, Inc"",TRANSPORTATION,,"
"Getaround, Inc,Giffords PAC,""FIREARMS, GUNS & AMMUNITION"",,"
"Giffords,Giffords PAC,""FIREARMS, GUNS & AMMUNITION"",,"
"Giffords PAC,Gila Resources Information Project,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"Gila Resources Information Project,Gilbert L. Sena Charter High School,EDUCATION,,"
"Gilbert L. Sena Charter High School,Giffords PAC,""FIREARMS, GUNS & AMMUNITION"",,"
"Gilfords PAC,Girls Inc. of Santa Fe,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Girls Inc. of Santa Fe,GlaxoSmithKline,PHARMACEUTICALS,,"
"GlaxoSmithKline,GlidePath Development LLC,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"GlidePath Development LLC,Golden Apple Foundation,EDUCATION,,"
"Golden Apple Foundation,Golden Rule Insurance Company ,INSURANCE,,"
"Golden Rule Insurance Company ,Gonzales & Associates LLC,""RESTAURANT, FOOD & BEVERAGE "",,"
"Gonzales & Associates LLC,Google LLC and its Affiliates,INFORMATION TECHNOLOGY,,"
"Google LLC and its Affiliates,Gordon Bernell Charter Schools,EDUCATION,,"
"Gordon Bernell Charter Schools,Go-Station Inc.,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Go-Station Inc.,GovDelivery,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"GovDelivery,""GovWhiz, Inc."",""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"GovWhiz, Inc.,GPA Midstream Association,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"GPA Midstream Association,Graduation Alliance,EDUCATION,,"
"Graduation Alliance,Grant County,CITY & COUNTY GOVERNMENT,,"
"Grant County,Greater Albuquerque Assoc. of Realtors ,REAL ESTATE & CONSTRUCTION,,"
"Greater Albuquerque Assoc. of Realtors ,Greater Albuquerque Chamber of Commerce,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Greater Albuquerque Chamber of Commerce,Greater Albuquerque Medical Association,HEALTHCARE,,"
"Greater Albuquerque Medical Association,Greater Las Cruces Chamber of Commerce,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Greater Las Cruces Chamber of Commerce,Green Apple Accreditation of Children's Services ,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Green Apple Accreditation of Children's Services ,""Greenwich Biosciences, Inc. "",INDUSTRY,,"
"Greenwich Biosciences, Inc. ,""Gregory Rockhouse Ranch, LLC"",RANCHING & AGRICULTURE,,"
"Gregory Rockhouse Ranch, LLC,Grief Resource Center,OTHER,,"
"Grief Resource Center,Grocery Manufactures Association,""RESTAURANT, FOOD & BEVERAGE "",,"
"Grocery Manufactures Association,H & R Block,BANKING & FINANCE,,"
"H & R Block,""Harris Silver, MD Consulting "",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Harris Silver, MD Consulting ,Haven Behavioral Hospital of Albuquerque,HEALTHCARE,,"
"Haven Behavioral Hospital of Albuquerque,Haven Behavioral Senior Care of Albuquerque,HEALTHCARE,,"
"Haven Behavioral Senior Care of Albuquerque,HEALTHCARE Action New Mexico,HEALTHCARE,,"
"Health Action New Mexico,Health Leadership High School,EDUCATION,,"
"Health Leadership High School,HEALTHCARE Management Systems,HEALTHCARE,,"
"Health Management Systems,HEALTHCARE Security for New Mexicans Campaign,HEALTHCARE,,"
"Health Security for New Mexicans Campaign,HEALTHCARE Services Academy,HEALTHCARE,,"
"Health Services Academy,""Health Tech Solutions, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Health Tech Solutions, LLC,HEALTHCARE Distribution Alliance,HEALTHCARE,,"
"Healthcare Distribution Alliance,""Healthy Children Project, Inc. c/o MultiState Associates Inc."",""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"Healthy Children Project, Inc. c/o MultiState Associates Inc.,Healthy Futures Inc.,EDUCATION,,"
"Healthy Futures Inc.,Hedrick Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Hedrick Consulting,Herbalife ,RETAIL & CONSUMER RIGHTS,,"
"Herbalife ,""Heritage Hotels & Resorts, Inc."",TOURISM,,"
"Heritage Hotels & Resorts, Inc.,Heroes Housing Alliance,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Heroes Housing Alliance,Hewlett Packard Enterpise,INFORMATION TECHNOLOGY,,"
"Hewlett Packard Enterpise,Hewlett-Packard Company,INFORMATION TECHNOLOGY,,"
"Hewlett-Packard Company,Hideout of Lincoln County,OTHER,,"
"Hideout of Lincoln County,Hispanic Communities Democratic Caucus of Northern New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Hispanic Communities Democratic Caucus of Northern New Mexico,Hispanic Cultural Center,ARTS & CULTURE,,"
"Hispanic Cultural Center,Hispanic Cultural Center Foundation,ARTS & CULTURE,,"
"Hispanic Cultural Center Foundation,HME Specialists LLC.,HEALTHCARE,,"
"HME Specialists LLC.,""HME Specialists, Inc."",HEALTHCARE,,"
"HME Specialists, Inc.,""HME Specialists, LLC"",HEALTHCARE,,"
"HME Specialists, LLC,Hobson Consulting,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Hobson Consulting,""Holly Energy Partners, L.P."",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Holly Energy Partners, L.P.,HollyFrontier Companies,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"HollyFrontier Companies,HollyFrontier Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"HollyFrontier Corporation,HollyFrontier Navajo Refinery,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"HollyFrontier Navajo Refinery,Holtec International,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Holtec International,Home Builders Association of Central New Mexico ,REAL ESTATE & CONSTRUCTION,,"
"Home Builders Association of Central New Mexico ,Homebuilders of Central New Mexico ,REAL ESTATE & CONSTRUCTION,,"
"Homebuilders of Central New Mexico ,Homestake Mining Company,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Homestake Mining Company,""Honda North America, Inc. "",TRANSPORTATION,,"
"Honda North America, Inc. ,""Honeywell International, Inc."",INDUSTRY,,"
"Honeywell International, Inc.,""Honorable Seth Damon,, Speaker, 24th Navajo Nation Council"",TRIBAL GOVERNMENT,,"
"Honorable Seth Damon,, Speaker, 24th Navajo Nation Council,""Horizon Ag-Products, L.P."",RANCHING & AGRICULTURE,,"
"Horizon Ag-Products, L.P.,Horizons Albuquerque,EDUCATION,,"
"Horizons Albuquerque,Horizons of New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Horizons of New Mexico,Hospital Services Corporation,HEALTHCARE,,"
"Hospital Services Corporation,Hot Springs Land Development,REAL ESTATE & CONSTRUCTION,,"
"Hot Springs Land Development,Hull Consulting LLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Hull Consulting LLC,Humana ,INSURANCE,,"
"Humana ,""Hunt Power, LP"",""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Hunt Power, LP,""Hunt Transmission Services, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Hunt Transmission Services, LLC,International Association of Fire Fighters,LABOR & WORKFORCE,,"
"IAFF,International Association of Fire Fighters,LABOR & WORKFORCE,,"
"IAFF 244,IATSE,FILM,,"
"IATSE,IATSE Local 480,FILM,,"
"IATSE Local 480,Iberdrola Renewables LLC,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Iberdrola Renewables LLC,""ICA, LTD,"",RANCHING & AGRICULTURE,,"
"ICA, LTD,,ID Theft Resolutions,LAW ENFORCEMENT & CRIME,,"
"ID Theft Resolutions,IGT and Its Affiliates,CASINO & GAMING,,"
"IGT and Its Affiliates,Independent Community Bankers Association of NM,BANKING & FINANCE,,"
"Independent Community Bankers Association of NM,Independent Insurance Agents of New Mexico,INSURANCE,,"
"Independent Insurance Agents of New Mexico,Independent Petroleum Association of NM,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Independent Petroleum Association of NM,Indian Pueblo Cultural Center & Indian Pueblos ,ARTS & CULTURE,,"
"Indian Pueblo Cultural Center & Indian Pueblos ,""Indian Pueblos Marketing, Inc."",ARTS & CULTURE,,"
"Indian Pueblos Marketing, Inc.,Indivior Inc,PHARMACEUTICALS,,"
"Indivior Inc,Indivior Inc,PHARMACEUTICALS,,"
"Indivor PLC,Indivior Inc,PHARMACEUTICALS,,"
"Indivor, PLC,Indoor Tanning Association,RETAIL & CONSUMER RIGHTS,,"
"Indoor Tanning Association,Innovage,HEALTHCARE,,"
"Innovage,Innovate + Educate,EDUCATION,,"
"Innovate + Educate,Innovate ABQ,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"Innovate ABQ,""Inquiry Facilitators, INC."",EDUCATION,,"
"Inquiry Facilitators, INC.,""Inspire Brands,Inc"",""RESTAURANT, FOOD & BEVERAGE "",,"
"Inspire Brands,Inc,Institute for American Indian Arts,EDUCATION,,"
"Institute for American Indian Arts,Institute for Justice,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Institute for Justice,Institute of American Arts,ARTS & CULTURE,,"
"Institute of American Arts,""Insurance Auto Auctions, Inc."",INSURANCE,,"
"Insurance Auto Auctions, Inc.,Intel Corporation,INFORMATION TECHNOLOGY,,"
"Intel Corporation,Intercontinental Potash Corp,RANCHING & AGRICULTURE,,"
"Intercontinental Potash Corp,Intercontinental Potash Corp.,RANCHING & AGRICULTURE,,"
"Intercontinental Potash Corp.,""International Alliance of Theatrical Stage Employees,, Local 480"",FILM,,"
"International Alliance of Theatrical Stage Employees,, Local 480,International Association of Fire Fighters,LABOR & WORKFORCE,,"
"International Association of Fire Fighters,International Chiropractic Association,HEALTHCARE,,"
"International Chiropractic Association,International Interior Design Association,REAL ESTATE & CONSTRUCTION,,"
"International Interior Design Association,Internet Association,INFORMATION TECHNOLOGY,,"
"Internet Association,""Interop-Solutions, LLC"",TELECOM,,"
"Interop-Solutions, LLC,Interwest Energy Alliance ,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Interwest Energy Alliance ,""Intralot, USA"",CASINO & GAMING,,"
"Intralot, USA,""Intrepid Potash, Inc"",RANCHING & AGRICULTURE,,"
"Intrepid Potash, Inc,""Invenergy, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Invenergy, LLC,Inverse Medical Inc.,HEALTHCARE,,"
"Inverse Medical Inc.,INVO PEO,LABOR & WORKFORCE,,"
"INVO PEO,IT Connect,INFORMATION TECHNOLOGY,,"
"IT Connect,ITC Holdings Corp.,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"ITC Holdings Corp.,JAC Associates,INFORMATION TECHNOLOGY,,"
"JAC Associates,""Jack D Cook, dba Navajo Trading Company"",RETAIL & CONSUMER RIGHTS,,"
"Jack D Cook, dba Navajo Trading Company,""Jackson Vaughn Public Strategies, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Jackson Vaughn Public Strategies, LLC,Janet Porter Carrejo,OTHER,,"
"Janet Porter Carrejo,JD Bullington Government Relations,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"JD Bullington Government Relations,""Jemez Mountain Electric Cooporation, Inc."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Jemez Mountain Electric Cooporation, Inc.,""Jetstream Energy Technologies, Inc."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Jetstream Energy Technologies, Inc.,""Jetstream Wind, Inc. "",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Jetstream Wind, Inc. ,Jicarilla Apache Nation,TRIBAL GOVERNMENT,,"
"Jicarilla Apache Nation,Jobe Materials L.P.,REAL ESTATE & CONSTRUCTION,,"
"Jobe Materials L.P.,""Jobs for All New Mexico, Inc."",LABOR & WORKFORCE,,"
"Jobs for All New Mexico, Inc.,Jobs for America's Graduates-New Mexico,LABOR & WORKFORCE,,"
"Jobs for America's Graduates-New Mexico,Joe Thompson,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Joe Thompson,""John L. Thompson Jr., Consulting Inc"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"John L. Thompson Jr., Consulting Inc,""John L. Thompson Jr., Consulting Inc"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"John Lee Thompson,""Johnson & Johnson, Inc. "",PHARMACEUTICALS,,"
"Johnson & Johnson, Inc. ,""Johnson Controls, Inc. "",REAL ESTATE & CONSTRUCTION,,"
"Johnson Controls, Inc. ,""Judith Anne Williams, Ind."",OTHER,,"
"Judith Anne Williams, Ind.,Julianna Koob,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Julianna Koob,Junior Achievement of New Mexico,EDUCATION,,"
"Junior Achievement of New Mexico,Justice for Landowners,REAL ESTATE & CONSTRUCTION,,"
"Justice for Landowners,""Juul Labs, Inc."",""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Juul Labs, Inc.,""K.L. House Construction Co., Inc."",REAL ESTATE & CONSTRUCTION,,"
"K.L. House Construction Co., Inc.,""K12, Inc."",EDUCATION,,"
"K12, Inc.,Kairos Aerospace,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Kairos Aerospace,Karin Foster Chatham Partners,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Karin Foster Chatham Partners,""Kasdan Lippsmith Webber Truner, LLP"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Kasdan Lippsmith Webber Truner, LLP,Kenny Thomas Enterprise,TRANSPORTATION,,"
"Kenny Thomas Enterprise,""Kent Cravens Consulting, LLC"",REAL ESTATE & CONSTRUCTION,,"
"Kent Cravens Consulting, LLC,Keshet Dance Company,ARTS & CULTURE,,"
"Keshet Dance Company,Kewa Pueblo,TRIBAL GOVERNMENT,,"
"Kewa Pueblo,""KFoster Associates, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"KFoster Associates, LLC,""Kinder Morgan Energy Partners, L.P."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Kinder Morgan Energy Partners, L.P.,""King Industries, Corporation"",INDUSTRY,,"
"King Industries, Corporation,Kirtland Partnership Committee,MILITARY  & VETERANS,,"
"Kirtland Partnership Committee,""Kit Carson Energy, Inc."",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Kit Carson Energy, Inc.,""Koi Environmental, Inc."",WATER RESOURCES,,"
"Koi Environmental, Inc.,""Kolb Bioenergy NMI, LLC"",RANCHING & AGRICULTURE,,"
"Kolb Bioenergy NMI, LLC,""Kuper, Smith & Assoc."",""RESTAURANT, FOOD & BEVERAGE "",,"
"Kuper, Smith & Assoc.,L & F Distributors,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"L & F Distributors,L & F Distributors,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"L & F Distributors, LLC.,La Academia de Esperanza,EDUCATION,,"
"La Academia de Esperanza,La Acequia de llano de Santa Cruz ,WATER RESOURCES,,"
"La Acequia de llano de Santa Cruz ,La Acequia de Santa Cruz ,WATER RESOURCES,,"
"La Acequia de Santa Cruz ,La Familia Inc.,HEALTHCARE,,"
"La Familia Inc.,La Familia Namaste,""SENIOR, FAMILY & YOUTH ADVOCACY"",,"
"La Familia Namaste,La Familia Inc.,HEALTHCARE,,"
"La Familia, Inc. ,La Mesa Community Improvement Association,REAL ESTATE & CONSTRUCTION,,"
"La Mesa Community Improvement Association,La mesa Community Land Trust,""CONSERVATION,  ENVIRONMENT & NATURAL RESOURCES"",,"
"La mesa Community Land Trust,La Promesa Early Learning Center,EDUCATION,,"
"La Promesa Early Learning Center,Laborers International Union of North America Location #16,LABOR & WORKFORCE,,"
"Laborers International Union of North America Location #16,Laguna Development Corp.,CASINO & GAMING,,"
"Laguna Development Corp.,LANL Foundation,EDUCATION,,"
"LANL Foundation,LANL Major Subcontractors Consortium,ECONOMIC & SUSTAINABLE DEVELOPMENT,,"
"LANL Major Subcontractors Consortium,Laramide Resources Ltd.,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Laramide Resources Ltd.,Laramide Resources Ltd.,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Laramide Resources, Ltd.,Las Cruces Public Schools,EDUCATION,,"
"Las Cruces Public Schools,Las UVAS Valley Dairy,RANCHING & AGRICULTURE,,"
"Las UVAS Valley Dairy,Las Vegas City School District,EDUCATION,,"
"Las Vegas City School District,LatinGroup,FILM,,"
"LatinGroup,Laureate Education c/o Multistate Associates Inc.,EDUCATION,,"
"Laureate Education c/o Multistate Associates Inc.,Law Office of the Public Defender,LAW ENFORCEMENT & CRIME,,"
"Law Office of the Public Defender,Lawrence J. Horan ,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Lawrence J. Horan ,Lea County,CITY & COUNTY GOVERNMENT,,"
"Lea County,Lea County Refinery,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Lea County Refinery,League of Women Voters-New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"League of Women Voters of New mexico,League of Women Voters-New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"League of Women Voters-New Mexico,League of Women Voters-New Mexico,CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"League of Women Voters-Santa Fe County,Lee Ranch Coal Company-Peabody Energy,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Lee Ranch Coal Company-Peabody Energy,Legislative Branch-Office of the Speaker- Navajo Nation Council,TRIBAL GOVERNMENT,,"
"Legislative Branch-Office of the Speaker- Navajo Nation Council,Lenscrafters and Pearl Vision,RETAIL & CONSUMER RIGHTS,,"
"Lenscrafters and Pearl Vision,Lensic Performing Arts Center,ARTS & CULTURE,,"
"Lensic Performing Arts Center,Louisiana Energy Services & Uranium Enrichment ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"LES,Level 3,TELECOM,,"
"Level 3,Liberty Mutual Insurance Group,INSURANCE,,"
"Liberty Mutual Insurance Group,""Life ROOTS, Inc."",CIVIL RIGHTS & SOCIAL JUSTICE ADVOCACY,,"
"Life ROOTS, Inc.,""Lightning Dock Geothermal, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Lightning Dock Geothermal, LLC,Lilly Corportate Center,PHARMACEUTICALS,,"
"Lilly Corportate Center,Linda Sechovec,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Linda Sechovec,Linda Siegle,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Linda Siegle,Lisa Ann Deweese,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Lisa Ann Deweese,Literacy Volunteers of Santa Fe,EDUCATION,,"
"Literacy Volunteers of Santa Fe,LittleFly Labs PBC,HEALTHCARE,,"
"LittleFly Labs PBC,""Living Cross Ambulance Service, Inc."",HEALTHCARE,,"
"Living Cross Ambulance Service, Inc.,LJQ Agency,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"LJQ Agency,LKQ Corporation,TRANSPORTATION,,"
"LKQ Corporation,""Llano Verde Coalition, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Llano Verde Coalition, LLC,Lockridge Grindal Nauen P.L.L.P,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Lockridge Grindal Nauen P.L.L.P,Los Alamos County ,CITY & COUNTY GOVERNMENT,,"
"Los Alamos County ,Los Alamos Medical Center,HEALTHCARE,,"
"Los Alamos Medical Center,Los Alamos National Laboratory,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Los Alamos National Laboratory,""Los Cuates Consulting, LLC"",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Los Cuates Consulting, LLC,Los de Mora Local Growers' Cooperative ,RANCHING & AGRICULTURE,,"
"Los de Mora Local Growers' Cooperative ,Los Puentes Charter School,EDUCATION,,"
"Los Puentes Charter School,Louisiana Energy Services & Uranium Enrichment ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Louisiana Energy Services & Uranium Enrichment ,Lovelace Clinic Foundation d/b/a LCF Research,INDUSTRY,,"
"Lovelace Clinic Foundation d/b/a LCF Research,Lovelace HEALTHCARE Systems,HEALTHCARE,,"
"Lovelace Health Systems,Lovelace Respiratory Research Institute,HEALTHCARE,,"
"Lovelace Respiratory Research Institute,Lovelace Scientific Resources,HEALTHCARE,,"
"Lovelace Scientific Resources,Lower Rio Grande Water Works Authority ,WATER RESOURCES,,"
"Lower Rio Grande Water Works Authority ,LS POWER,ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"LS POWER,""LSP Transmission Holding, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"LSP Transmission Holding, LLC,Lucky 33,""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Lucky 33,""Lucky Corridor, LLC"",ENERGY (NONRENEWABLE & RENEWABLE) & TRANSMISSION,,"
"Lucky Corridor, LLC,""Lyft, Inc."",TRANSPORTATION,,"
"Lyft, Inc.,Mack Energy Corp,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Mack Energy Corp,""Madius, Inc. "",OTHER,,"
"Madius, Inc. ,Magellan HEALTHCARE Services,HEALTHCARE,,"
"Magellan Health Services,""Maggie's Farm, LLC."",""ALCOHOL, CANNABIS, & TOBACCO"",,"
"Maggie's Farm, LLC.,Mahindra Satyam,INFORMATION TECHNOLOGY,,"
"Mahindra Satyam,Management & Training Corp.,""RESTAURANT, FOOD & BEVERAGE "",,"
"Management & Training Corp.,Manheim Auctions,TRANSPORTATION,,"
"Manheim Auctions,Marathon Oil Company ,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Marathon Oil Company ,Marathon Petroleum Corporation,""EXTRACTIVE INDUSTRIES (MINING, OIL & GAS)"",,"
"Marathon Petroleum Corporation,March of Dimes Foundation,HEALTHCARE,,"
"March of Dimes Foundation,""March of Dimes, New Mexico Chapter "",HEALTHCARE,,"
"March of Dimes, New Mexico Chapter ,Mark Duran and Associates,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Mark Duran and Associates,Mark Duran and Associates,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Mark Duran and Associates, Inc.,Mark43,INFORMATION TECHNOLOGY,,"
"Mark43,Match New Mexico ,EDUCATION,,"
"Match New Mexico ,Materion Corporation,INDUSTRY,,"
"Materion Corporation,""Maximus, Inc."",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Maximus, Inc.,Mayors Against Illegal Guns Action Fund,""FIREARMS, GUNS & AMMUNITION"",,"
"Mayors Against Illegal Guns Action Fund,MB Community Ditch Association,WATER RESOURCES,,"
"MB Community Ditch Association,McClinchey Stafford PLLC,""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"McClinchey Stafford PLLC,McDonalds Albuquerque Coop,""RESTAURANT, FOOD & BEVERAGE "",,"
"McDonalds Albuquerque Coop,McKinley County,CITY & COUNTY GOVERNMENT,,"
"McKinley County,McKinley Paper Company,INDUSTRY,,"
"McKinley Paper Company,McLane Company Inc.,""RESTAURANT, FOOD & BEVERAGE "",,"
"McLane Company Inc.,""McLane Company, Inc."",""RESTAURANT, FOOD & BEVERAGE "",,"
"McLane Company, Inc.,MCNA Dental ,HEALTHCARE,,"
"MCNA Dental ,Media Arts Collaborative Charter School,EDUCATION,,"
"Media Arts Collaborative Charter School,Mediadesk,""MEDIA INFORMATION, COMMUNICATIONS, & PUBLISHING"",,"
"Mediadesk,""Medical and Prescribing Psychologists Association of New Mexico, Inc."",HEALTHCARE,,"
"Medical and Prescribing Psychologists Association of New Mexico, Inc.,""Medius, Inc. "",""LOBBYIST CONSULTANTS, GENERAL CONSULTING & LAW FIRMS"",,"
"Medius, Inc. ,""Medlmmune, Inc."",PHARMACEUTICALS,,"
"Medlmmune, Inc.,""Medtronic, Inc."",HEALTHCARE,,"
"Medtronic, Inc.,Memorial Medical Center,HEALTHCARE,,"
"Memorial Medical Center,Merck Sharp & Dohme Corp. & ITS Affiliates,PHARMACEUTICALS,,"
"Merck Sharp & Dohme Corp. & ITS Affiliates,""Mesa Del Sol, LLC"",REAL ESTATE & CONSTRUCTION,,"
"Mesa Del Sol, LLC,Mesalands Community College Foundation,EDUCATION,,"
"Mesalands Community College Foundation,""Mescalero Apache Telecom, Inc. "",TELECOM,,"
"Mescalero Apache Telecom, Inc. ,Mescalero Apache Tribe,TRIBAL GOVERNMENT,,"
