First Name,Last Name,Description,IsContribution,Amount,Date Contribution,Contribution/Expenditure On Behalf Of,Name of Candidate/Public Official/Ballot Issue,Expenditure Purpose,Beneficiary,Filing Period,Date Added
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Jim Trujillo,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:29
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,James Stickler,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:28
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Larry Scott,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:28
Randy,Traynor,Candidate,2,800,7/19/2016,Car of NM,Nick Salazar,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:27
Randy,Traynor,Candidate,2,1000,7/19/2016,Car of NM,Dennis Roch,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:27
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Bill Rehm,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:26
Randy,Traynor,Candidate,2,1500,7/19/2016,Car of NM,Andy Nunez,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:26
Randy,Traynor,Candidate,2,1500,7/19/2016,Car of NM,Terry McMillan,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:25
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Patricia Lundstrom,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:25
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Ricky Little,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:24
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Yvette Herrell,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:24
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Bobby Gonzales,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:24
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,David Gallegos,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:23
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Candy Ezzell,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:23
Randy,Traynor,Candidate,2,1500,7/19/2016,Car of NM,Zack Cook,NULL,NULL,2016 October Lobbyist Report,9/20/2016 11:22
Randy,Traynor,Candidate,2,1000,7/19/2016,Car of NM,Sharon Clahchischillage,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:52
Randy,Traynor,Candidate,2,1000,7/19/2016,Car of NM,Cathrynn Brown,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:51
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Paul Bandy,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:51
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Pat Woods,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:50
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Benny Shendo,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:49
Randy,Traynor,Candidate,2,1000,7/19/2016,Car of NM,John Sapien,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:49
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Cliff Pirtle,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:48
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Howie Morales,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:48
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Carroll Leavell,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:47
Randy,Traynor,Candidate,2,1000,7/19/2016,Car of NM,Gay Kernan,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:46
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Ron Griggs,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:46
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Joseph Cervantes,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:45
Randy,Traynor,Candidate,2,750,7/19/2016,Car of NM,Pete Campos,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:45
Randy,Traynor,Candidate,2,500,7/19/2016,Car of NM,Bill Burt,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:44
Randy,Traynor,Candidate,2,500,7/14/2016,Randy Traynor,Brian Egolf,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:44
Randy,Traynor,Candidate,2,50,7/13/2016,Randy Traynor,Linda Trujillo,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:43
Randy,Traynor,Candidate,2,1000,6/27/2016,Car of NM,Mimi Stewart,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:42
Randy,Traynor,Candidate,2,500,6/27/2016,Car of NM,Randy Crowder,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:42
Randy,Traynor,Candidate,2,500,6/23/2016,Car of NM,Jacob Candelaria,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:41
Randy,Traynor,Candidate,2,500,6/23/2016,Car of NM,Lisa Torraco,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:41
Randy,Traynor,Candidate,2,1000,6/22/2016,Car of NM,Jim White,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:40
Randy,Traynor,Candidate,2,1000,6/22/2016,Car of NM,Sander Rue,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:39
Randy,Traynor,Candidate,2,500,6/9/2016,Randy Traynor,Maggie Oliver,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:39
Randy,Traynor,Candidate,2,250,6/3/2016,Randy Traynor,Christina Hall,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:38
Randy,Traynor,Candidate,2,350,5/11/2016,Randy Traynor,Nick Salazar,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:37
Randy,Traynor,Candidate,2,250,4/26/2016,Randy Traynor,Nora Espinoza,NULL,NULL,2016 October Lobbyist Report,9/20/2016 10:36
James,O'Neill,Candidate,2,250,5/26/2016,,Raul Torrez,NULL,NULL,2016 October Lobbyist Report,9/19/2016 15:34
James,O'Neill,Political Contribution,2,100,7/11/2016,,NM House Democrat Camp Comm,NULL,NULL,2016 October Lobbyist Report,9/19/2016 15:34
James,O'Neill,Political Contribution,2,250,5/26/2016,,NM House Democrat Camp Comm,NULL,NULL,2016 October Lobbyist Report,9/19/2016 15:33
Scott,Allocco ,Candidate,2,100,9/19/2016,Scott Allocco,Liz Stefanics for Senate,NULL,NULL,2016 October Lobbyist Report,9/19/2016 9:53
Scott,Allocco ,Political Contribution,2,100,9/2/2016,Scott Allocco,NM House Democrats,NULL,NULL,2016 October Lobbyist Report,9/19/2016 9:47
Scott,Allocco ,Candidate,2,100,9/14/2016,Scott Allocco,Ane Romero,NULL,NULL,2016 October Lobbyist Report,9/19/2016 9:46
Scott,Allocco ,Candidate,2,50,9/16/2016,Scott Allocco,Maggie Oliver,NULL,NULL,2016 October Lobbyist Report,9/19/2016 9:46
Scott,Allocco ,Candidate,2,250,7/10/2016,Scott Allocco,David Simon for State Senate,NULL,NULL,2016 October Lobbyist Report,9/19/2016 9:44
John William,Anderson,Candidate,2,200,8/20/2016,John W. Anderson,Debbie Armstrong,NULL,NULL,2016 October Lobbyist Report,9/16/2016 12:39
John William,Anderson,Candidate,2,200,5/26/2016,John W. Anderson,Eric Burton,NULL,NULL,2016 October Lobbyist Report,9/16/2016 12:39
John William,Anderson,Candidate,2,200,4/15/2016,John W. Anderson,Terry McMillan,NULL,NULL,2016 October Lobbyist Report,9/16/2016 12:38
Steve,Kopelman,Meal and Beverage Expenses,1,14.82,9/9/2016,NULL,Tia Sophia's,To discuss county legislative issues,David Abbey-LFC,2016 October Lobbyist Report,9/9/2016 15:40
Steve,Kopelman,Meal and Beverage Expenses,1,11.77,9/7/2016,NULL,Garcia's Kitchen Albuquerque,To discuss county legislative issues,Sen. Daniel Ivey-Soto,2016 October Lobbyist Report,9/9/2016 15:39
Steve,Kopelman,Meal and Beverage Expenses,1,20.37,8/9/2016,NULL,Pizza Espiritu,To discuss county legislative issues,State Auditor Tim Keller,2016 October Lobbyist Report,9/9/2016 15:37
Steve,Kopelman,Meal and Beverage Expenses,1,26.46,8/3/2016,NULL,Tia Sophia's,To discuss county legislative issues,Sens. Ingle & J. A. Smith,2016 October Lobbyist Report,9/9/2016 15:36
Steve,Kopelman,Meal and Beverage Expenses,1,21.1,7/21/2016,NULL,Restaurant Martin,To discuss county legislative issues,Rep. Jason Harper,2016 October Lobbyist Report,9/9/2016 15:35
Steve,Kopelman,Meal and Beverage Expenses,1,25.32,7/12/2016,NULL,Mucho Gusto,To discuss county legislative issues,Sen. Peter Wirth,2016 October Lobbyist Report,9/9/2016 15:34
Steve,Kopelman,Meal and Beverage Expenses,1,19.76,4/27/2016,NULL,Restaurant Martin,To discuss county legislative issues,"Jeremiah Ritchie, Gov. Dep. COS",2016 October Lobbyist Report,9/9/2016 14:59
Stephen,Meradith,Political Contribution,2,500,9/1/2016,Windstream Corporation PAC,Michael Padilla for State Senator,NULL,NULL,2016 October Lobbyist Report,9/7/2016 16:00
Scott,Scanland,Candidate,2,850,8/30/2016,Scott Scanland In-kind for ACC event.  Expenses.,Doreen Gallegos Committee,NULL,NULL,2016 October Lobbyist Report,9/2/2016
Scott,Scanland,Candidate,2,1000,5/23/2016,Scott Scanland,Doreen Gallegos Committee,NULL,NULL,2016 October Lobbyist Report,9/2/2016
Scott,Scanland,Political Contribution,2,1000,5/24/2016,Scott Scanland,Speaker's Fund,NULL,NULL,2016 October Lobbyist Report,9/2/2016
Gabrielle Anne,Gerholt,Meal and Beverage Expenses,1,319.36,8/23/2016,NULL,Gabrielle Gerholt,Discuss federal rules,"Senators Munoz, Smith, Cisneros, Burt, Ingall, Campos",2016 October Lobbyist Report,8/26/2016 10:12
Adrian,Pedroza,Public Official,2,30,2/26/2016,,Javier Martinez,NULL,NULL,2016 May Lobbyist Report,8/13/2016 11:48
Steven,Anaya,Candidate,2,200,10/27/2015,,John Sapien for Senate,NULL,NULL,2016 January Lobbyist Report,6/1/2016 10:09
Aron,Balok,Meal and Beverage Expenses,1,202.31,2/16/2016,NULL,Aron Balok,Water issues,All legislators and staff,2016 May Lobbyist Report,5/23/2016 14:18
Marc,Saavedra,Candidate,2,150,4/22/2016,,John Sapien,NULL,NULL,2016 May Lobbyist Report,5/12/2016 13:38
Bob,Barberousse,Entertainment Expenses,1,1472.3,4/25/2016,NULL,Various restaurants,Discussing Legislation,Various Legislators and Committees,2016 May Lobbyist Report,5/11/2016 14:59
Pamela ,Roy,Gift Expenses,1,101.65,2/17/2016,NULL,Pamela Roy,Thank you gifts,"Senator Campos, Represetnatives Hall and Tripp",2016 May Lobbyist Report,5/11/2016 8:51
Jason,Espinoza,Entertainment Expenses,1,1187.98,4/25/2016,NULL,Accum meal expenses at various locations,Inform elected officials on business issues,"Various Legislators, none exceeded by $75 per beneficiary",2016 May Lobbyist Report,5/5/2016
Leanne ,Leith,Candidate,2,107.17,4/21/2016,,GloJean Todacheene,NULL,NULL,2016 May Lobbyist Report,5/4/2016 16:43
Leanne ,Leith,Meal and Beverage Expenses,1,67.85,2/18/2016,NULL,Various (cumulative),lobbying,Various legislators (cumulative),2016 May Lobbyist Report,5/4/2016 7:46
Leanne ,Leith,Political Contribution,2,12.42,2/20/2016,,House Democratic Campaign Committee,NULL,NULL,2016 May Lobbyist Report,5/4/2016 7:44
Leanne ,Leith,Candidate,2,50,4/18/2016,,Elizabeth Thomson,NULL,NULL,2016 May Lobbyist Report,5/4/2016 7:43
Vanessa,Alarid,Meal and Beverage Expenses,1,2256,1/31/2016,NULL,Vanessa Alarid ,discuss concerns with policy maker,"various policy makers, none over $75",2016 May Lobbyist Report,5/4/2016
Vanessa,Alarid,Meal and Beverage Expenses,1,1679,2/29/2016,NULL,vanessa alarid,discuss concerns with policy maker,"various policy makers, none over $75",2016 May Lobbyist Report,5/4/2016
Vanessa,Alarid,Meal and Beverage Expenses,1,1595,3/31/2016,NULL,Vanessa Alarid ,discuss concerns with policy maker,"Various policy makers, none over $75",2016 May Lobbyist Report,5/4/2016
Vanessa,Alarid,Meal and Beverage Expenses,1,2430,4/25/2016,NULL,Vanessa Alarid ,discuss concerns with policy maker,various- none over $75,2016 May Lobbyist Report,5/4/2016
Stuart ,Paisano,Meal and Beverage Expenses,1,440.66,1/23/2016,NULL,Coyote Cafe,Entertainment Expense ,Rep. Zack Cook,2016 May Lobbyist Report,5/3/2016 21:46
Katherine,Martinez,Meal and Beverage Expenses,1,94.12,3/30/2016,NULL,Katherine Martinez,dinner meeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:48
Katherine,Martinez,Entertainment Expenses,1,57.38,3/30/2016,NULL,Katherine Martinez,Lunch Meeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:47
Katherine,Martinez,Meal and Beverage Expenses,1,40.62,3/10/2016,NULL,Katherine Martinez,Lunch Meeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:37
Katherine,Martinez,Meal and Beverage Expenses,1,42.96,1/28/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Idalia Lechuga Tena,2016 May Lobbyist Report,5/3/2016 19:30
Katherine,Martinez,Meal and Beverage Expenses,1,42.96,1/28/2016,NULL,Katherine Martinez,Legislative eEeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:30
Katherine,Martinez,Meal and Beverage Expenses,1,31.33,1/25/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Jim Smith,2016 May Lobbyist Report,5/3/2016 19:28
Katherine,Martinez,Meal and Beverage Expenses,1,31.33,1/25/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Monica Youngblood,2016 May Lobbyist Report,5/3/2016 19:28
Katherine,Martinez,Meal and Beverage Expenses,1,40.07,2/3/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Idalia Lechuga Tena,2016 May Lobbyist Report,5/3/2016 19:25
Katherine,Martinez,Meal and Beverage Expenses,1,44.25,2/12/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Debbie Rodella,2016 May Lobbyist Report,5/3/2016 19:24
Katherine,Martinez,Meal and Beverage Expenses,1,44.25,2/12/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:23
Katherine,Martinez,Meal and Beverage Expenses,1,77.03,2/17/2016,NULL,Katherine Martinez,Legislative Meeting,Representative Carl Trujillo,2016 May Lobbyist Report,5/3/2016 19:22
Patrick,Rogers,Candidate,2,250,3/23/2016,,Rep Sarah Maestas Barnes ,NULL,NULL,2016 May Lobbyist Report,5/3/2016 19:00
Patrick,Rogers,Meal and Beverage Expenses,1,90.27,3/25/2016,NULL,Pappadoux,"Lunch, discuss session",Rep. Youngblood,2016 May Lobbyist Report,5/3/2016 15:29
Patrick,Rogers,Meal and Beverage Expenses,1,145.16,2/17/2016,NULL,Dion's---,Dinner-- no issue or bill,Governor's  staff,2016 May Lobbyist Report,5/3/2016 15:27
Vanessa,Alarid,Candidate,2,250,4/4/2016,Pfizer ,Debbie Armstrong,NULL,NULL,2016 May Lobbyist Report,5/3/2016 9:56
Vanessa,Alarid,Candidate,2,250,4/4/2016,Pfizer ,Mary Kay Papen ,NULL,NULL,2016 May Lobbyist Report,5/3/2016 9:55
Vanessa,Alarid,Candidate,2,250,3/22/2016,Alarid Consulting,Patricio Ruiloba,NULL,NULL,2016 May Lobbyist Report,5/3/2016 9:54
Julianna ,Koob,Political Contribution,2,500,4/8/2016,Julianna Koob,John Sapien,NULL,NULL,2016 May Lobbyist Report,5/3/2016 7:30
Julianna ,Koob,Meal and Beverage Expenses,1,100,2/8/2016,NULL,SF convention center,100 bill party, legislators and staff,2016 May Lobbyist Report,5/3/2016 7:26
Julianna ,Koob,Meal and Beverage Expenses,1,165,2/9/2016,NULL,La Posada,House Dem Caucus dinner,House Dem Caucus members and staff,2016 May Lobbyist Report,5/3/2016 7:25
Katherine,Martinez,Meal and Beverage Expenses,1,51.59,1/31/2016,NULL,Katherine Martinez,Meal,Representative Yvette Herrell,2016 May Lobbyist Report,5/3/2016
Charles,Ferrell,Entertainment Expenses,1,180.01,2/8/2016,NULL,The Bull Ring,Appreciation Dinner,Senate Finance Committee,2016 May Lobbyist Report,5/2/2016 19:56
Charles,Ferrell,Candidate,2,100,4/4/2016,Charles M. Ferrell,Nora Espinoza,NULL,NULL,2016 May Lobbyist Report,5/2/2016 19:48
Thomas,Horan,Entertainment Expenses,1,310,2/18/2016,NULL,Thomas Horan,lunches and dinners under reportable amount per individual,Various legislators and staff,2016 May Lobbyist Report,5/2/2016 19:44
Charles,Ferrell,Entertainment Expenses,1,276.71,2/12/2016,NULL,Vanessie's Resturant,Discuss Pending Legislation,Various Legislators,2016 May Lobbyist Report,5/2/2016 19:22
Charles,Ferrell,Entertainment Expenses,1,406.11,2/2/2016,NULL,The Bull Ring,Appreciation Dinner,B & E Committee,2016 May Lobbyist Report,5/2/2016 19:20
Zachary ,Riley ,Meal and Beverage Expenses,1,75,2/10/2016,NULL,Rio Chama,dinner,various,2016 May Lobbyist Report,5/2/2016 19:00
Zachary ,Riley ,Meal and Beverage Expenses,1,80.29,1/27/2016,NULL,Boxcar,dinner w/various individuals,Various,2016 May Lobbyist Report,5/2/2016 18:58
Zachary ,Riley ,Meal and Beverage Expenses,1,152.58,1/25/2016,NULL,Walmart,breakfast supplies offices,various,2016 May Lobbyist Report,5/2/2016 18:57
Jason,Weaks,Meal and Beverage Expenses,1,1836.43,2/17/2016,NULL,"The Weaks Law Firm, P.C. - Jason Weaks",Food and Beverages - Never exceeded $75 per beneficiary,Various from 2/01/16 to 2/17/16,2016 May Lobbyist Report,5/2/2016 18:46
Jason,Weaks,Candidate,2,100,4/20/2016,Self,Idalia Lachuga-Tena,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:35
Jason,Weaks,Candidate,2,100,4/20/2016,Self,Mimi Stewart ,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:34
Jason,Weaks,Candidate,2,100,4/20/2016,Self,Paul Pacheco,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:34
Jason,Weaks,Candidate,2,100,4/20/2016,Jason Weaks,Kelly Fajardo,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:34
Jason,Weaks,Candidate,2,100,3/22/2016,Jason Weaks,Sarah Maestas-Barnes,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:33
Jason,Weaks,Candidate,2,500,3/22/2016,Jason Weaks,Rauel Torrez,NULL,NULL,2016 May Lobbyist Report,5/2/2016 18:32
Mark,Duran,Meal and Beverage Expenses,1,201.46,3/16/2016,NULL,Water Boyz,Bottled Water for Meeting,HAFC Members and Staff,2016 May Lobbyist Report,5/2/2016 17:48
Mark,Duran,Gift Expenses,1,145.41,2/12/2016,NULL,Trader Joe's,Valentine's Day Gifts,Various House Legislators and Staff,2016 May Lobbyist Report,5/2/2016 17:47
Mark,Duran,Gift Expenses,1,26.52,2/12/2016,NULL,Wal-Mart ,Valentine's Day Gifts,Various House Legislators and Staff,2016 May Lobbyist Report,5/2/2016 17:46
Douglas,Meiklejohn,Candidate,2,100,4/11/2016,Douglas Meiklejohn,Elizabeth Thomson,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:07
Douglas,Meiklejohn,Candidate,2,100,4/11/2016,Douglas Meiklejohn,Stephanie Garcia Richard,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:06
Douglas,Meiklejohn,Candidate,2,100,4/11/2016,Douglas Meiklejohn,Maggie Toulouse Oliver,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:06
Douglas,Meiklejohn,Candidate,2,100,4/11/2016,Douglas Meiklejohn,Matthew McQueen,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:05
Kristina,Fisher,Political Contribution,2,25,4/25/2016,,NM House Dems,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:05
Kristina,Fisher,Political Contribution,2,50,3/20/2016,,Rio Grande Chapter Sierra Club PAC,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:04
Douglas,Meiklejohn,Candidate,2,100,4/11/2016,Douglas Meiklejohn,Brian Egolf,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:04
Kristina,Fisher,Candidate,2,50,1/14/2016,,Maggie Toulouse Oliver,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:03
Daniel,Lopez,Meal and Beverage Expenses,1,131.26,2/9/2016,NULL,Bull Ring,discussion on next fiscal year budget,Sen John Arthur Smith,2016 May Lobbyist Report,5/2/2016 17:03
Daniel,Lopez,Entertainment Expenses,1,101.68,1/29/2016,NULL,Bull Ring,Discussion on higher education ,Rep Andy Nunez,2016 May Lobbyist Report,5/2/2016 17:02
Daniel,Lopez,Meal and Beverage Expenses,1,279.72,1/21/2016,NULL,Bull Ring,Discussion on legislative mtg pertaining to Higher Ed,"Rep Carl Trujillo, Sen Richard Martinez, Sen George Munoz",2016 May Lobbyist Report,5/2/2016 17:01
Frederic,Nathan,Candidate,2,100,4/25/2016,,Christine Trujillo,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:00
Frederic,Nathan,Candidate,2,100,4/25/2016,,Jeff Steinborn,NULL,NULL,2016 May Lobbyist Report,5/2/2016 17:00
Daniel,Lopez,Meal and Beverage Expenses,1,184.89,2/11/2016,NULL,Bull Ring,general discussion of funding issues for state government and higher ed,"Sen John Arthur Smith, Ron Forte, Mike Burkhart Senate Staff",2016 May Lobbyist Report,5/2/2016 16:59
Frederic,Nathan,Candidate,2,200,4/13/2016,,Kelly Fajardo,NULL,NULL,2016 May Lobbyist Report,5/2/2016 16:59
Daniel,Lopez,Entertainment Expenses,1,300,2/7/2016,NULL,La Fonda,Legislative dinner,Legislators and their staff,2016 May Lobbyist Report,5/2/2016 16:58
Conroy G.,Chino,Entertainment Expenses,1,62.32,1/11/2016,NULL,Conroy Chino,Discuss Pending Legislation,Rep. Patricia Roybal Caballeo,2016 May Lobbyist Report,5/2/2016 16:56
Regina,Romero,Meal and Beverage Expenses,1,0.01,4/25/2016,NULL,NONE TO REPORT THIS FILING PERIOD,NA,NA,2016 May Lobbyist Report,5/2/2016 16:38
David,Manzano,Meal and Beverage Expenses,1,287.24,2/10/2016,NULL,Vanessie of Santa Fe ,Discuss New Mexico Tech ,Sponsored Committee dinner for Senate Education Committee ,2016 May Lobbyist Report,5/2/2016 16:34
William ,Fulginiti,Meal and Beverage Expenses,1,7691.77,4/25/2016,NULL,aggregated expenses for 1/1/2016 thru 4/25/2016,discuss legislative issues,various legislators and guests,2016 May Lobbyist Report,5/2/2016 16:32
Matejka ,Santillanes,Candidate,2,100,4/20/2016,Matejka Santillanes,Kevin Mitchell,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:56
Matejka ,Santillanes,Candidate,2,100,4/20/2016,Matejka Santillanes,Rep. Doreen W. Johnson,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:55
Matejka ,Santillanes,Candidate,2,100,4/20/2016,Matejka Santillanes,Senator Mimi Stewart,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:55
Matejka ,Santillanes,Candidate,2,100,4/13/2016,Matejka Santillanes,Rep. Kelly Fajardo,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:54
Anthony (T.J.),Trujillo,Candidate,2,430.02,3/23/2016,"In-kind contribution on behalf of Gallagher & Kennedy, P.A.",Committee to Elect Terry Fletcher,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:54
Matejka ,Santillanes,Candidate,2,100,4/20/2016,Matejka Santillanes,Nora Espinoza,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:48
Matejka ,Santillanes,Candidate,2,100,4/6/2016,Matejka Santillanes,Senator William Soules,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:47
Marla ,Shoats,Political Contribution,2,150,4/19/2016,,Rep I. Lechuga-Tena (Duplicate to Dan Weaks),NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:41
Marla ,Shoats,Political Contribution,2,150,4/13/2016,,Rep Paul Pacheco (Duplicate to Dan Weaks),NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:40
Marla ,Shoats,Political Contribution,2,150,4/13/2016,,Rep Kelly Fajardo (Duplicate to Dan Weaks),NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:39
Marla ,Shoats,Political Contribution,2,150,3/24/2016,,Rep S. Maestas Barnes (Duplicate to Dan Weaks),NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:39
Ty,Trujillo,Meal and Beverage Expenses,1,600.09,4/25/2016,NULL,Accum meal expenses at various locations.,Government Relations,Various legislators,2016 May Lobbyist Report,5/2/2016 15:37
Marla ,Shoats,Meal and Beverage Expenses,1,3803.61,2/18/2016,NULL,Various (Duplicate to Dan Weaks),Aggregate contributions of less than $75.00 per person (Duplicate to Dan Weaks),Various (Duplicate to Dan Weaks),2016 May Lobbyist Report,5/2/2016 15:34
Debra,Rogers,Political Contribution,2,1050,4/19/2016,Realtors Political Action Commitee,RPAC,NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:30
Ricardo ,Gonzales,Entertainment Expenses,1,257.85,4/25/2016,NULL,Various Locations,Government Relations (Accumulative Expenditures),Various legislators and public officials,2016 May Lobbyist Report,5/2/2016 15:23
Dan ,Weaks,Political Contribution,2,250,4/20/2016,,Sen Mimi Stewart (Duplicate to Marla Shoats),NULL,NULL,2016 May Lobbyist Report,5/2/2016 15:01
Dan ,Weaks,Political Contribution,2,150,4/19/2016,,Rep I. Lechuga-Tena (Duplicate to Marla Shoats),NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:56
Dan ,Weaks,Political Contribution,2,150,4/13/2016,,Rep Paul Pacheco (Duplicate to Marla Shoats),NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:52
Dan ,Weaks,Political Contribution,2,150,4/13/2016,,Rep Kelly Fajardo (Duplicate to Marla Shoats),NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:51
Dan ,Weaks,Political Contribution,2,150,3/21/2016,,Rep Patricio R Ruiloba (Duplicate to Marla Shoats),NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:47
Kristin,Silva Sweeney,Political Contribution,2,1000,6/20/2015,,Carl Trujillo,NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:33
Kim,Clark,Political Contribution,2,25,4/19/2016,REALTORS Association of New Mexico,PAC,NULL,NULL,2016 May Lobbyist Report,5/2/2016 14:09
Minda,McGonagle,Political Contribution,2,250,1/20/2016,Minda McGonagle,Democrat Party of NM Dinner,NULL,NULL,2016 May Lobbyist Report,5/2/2016 12:38
Minda,McGonagle,Political Contribution,2,200,1/19/2016,Minda McGonagle,Republican Party of NM Dinner,NULL,NULL,2016 May Lobbyist Report,5/2/2016 12:37
James,Bullington,Meal and Beverage Expenses,1,80.84,2/19/2016,NULL,Rio Chama Restaurant,General expense,Rio Chama,2016 May Lobbyist Report,5/2/2016 11:39
James,Bullington,Meal and Beverage Expenses,1,88.67,2/18/2016,NULL,Rio Chama Restaurant,General expense,Rio Chama,2016 May Lobbyist Report,5/2/2016 11:38
James,Bullington,Meal and Beverage Expenses,1,38.62,2/17/2016,NULL,Rio Chama Restaurant,General expense,Rio Chama,2016 May Lobbyist Report,5/2/2016 11:37
James,Bullington,Meal and Beverage Expenses,1,153.8,2/16/2016,NULL,Rio Chama Restaurant,General expense,Rio Chama,2016 May Lobbyist Report,5/2/2016 11:37
